|ID|name|fa_18|fa_17|fa_16|fa_15|fa_14|fa_13|fa_12|fa_11|fa_10|em_18|em_17|em_16|em_15|em_14|em_13|em_12|em_11|em_10|ec_18|ec_17|ec_16|ec_15|ec_14|ec_13|ec_12|ec_11|ec_10|mc_18|mc_17|mc_16|mc_15|mc_14|mc_13|mc_12|mc_11|mc_10|s_18|s_17|s_16|s_15|s_14|s_13|s_12|s_11|s_10|year_cor
30|107|DENTSPLY DE TREY GMBH|10435.641373|11488.368989999999|12424.410989999998|14161.823387999997|16366.290305999999|17494.707383999998|18257.747528999997|34922.174106000006|36037.045358|404233.8|469213.0|453216.69999999995|442712.39999999997|444380.0|441966.00000000006|431022.89999999997|435321.60000000003|428911.2|26.77234234974933|26857.237441032765|26424.766977363608|27388.717606866187|27710.361717818218|26020.422306492408|22947.081987573358|22989.014107769908|21585.06338028169|123.33865000411124|117709.84027145537|122316.91078561958|119597.03358053534|108163.60607081401|95289.27903242773|86116.85569366737|81348.54182490264|81016.12676056338|249009.6627476782|221450.62186543006|221295.67410119917|205555.08840929993|187789.26738712817|176229.43664259015|159190.9620063175|155442.11037768435|150955.46865492957|1921
31|108|KAO CHEMICALS GMBH|19261.865869310004|19932.34032782|21182.96213964|23016.96266958|23883.613582530004|24023.47937552|29459.38794034|31605.23127576|30462.95624222|279954.8|282312.0|278199.3|273748.2|278391.0|271679.10000000003|276431.1|281366.4|277998.0|20130.64795856292|19287.84462798967|17112.599091211774|19671.246899425114|18754.0205097326|17195.755336331073|17174.130806126916|18063.69478411471|17194.074229366197|186333.55385677938|192047.41336754055|155876.03569573953|143446.16177318606|163615.00048977116|142549.63736648535|187736.62167902716|186534.77659250065|149972.97094436618|257789.83163693256|255822.82449722665|220355.2580193083|206524.94432797335|218179.3680489043|203740.73981226754|237524.6952224957|242406.12188205947|207671.8823682394|1947
32|109|KARL WÖRWAG LACK- UND FARBENFABRIK GMBH & CO. KG|74216.78144327001|60242.119557699996|50701.93977294|44317.10901051|37106.66195337|33934.36267128|31580.344072200005|30706.466079280002|27393.25315102|1407623.2|1293930.0|1268223.0999999999|1239070.8|1142318.0|1024321.2000000001|1012707.2999999999|962220.0|888269.7999999999|66045.07630354376|62038.170593395465|60575.46029960073|56394.81895175421|50483.30769742891|48322.22598413148|45561.05201366172|42150.81608623081|39874.00541204225|116555.11313656211|109565.08191012128|103841.43648135853|107953.34829764224|101352.5514068119|96571.86592942193|95831.11730156744|93940.45668010869|82138.09799873237|245253.76101290886|239267.90412314745|228714.22708721785|232496.16830930836|210533.39126359965|195121.29869675997|191477.31991203045|184113.5543166472|159970.69856605632|1999
33|112|ESTÉE LAUDER COMPANIES GMBH|19861.841319350002|19826.284096339998|18180.316647539996|18936.703810619998|21996.470595990002|20117.438531600004|16904.908503759998|15211.963807600003|13361.560199239997|1792234.0|1891229.0|1663971.4|1533775.8|1418095.0|1275201.9000000001|1164678.9|1049815.2|983583.4|71657.72161144478|72231.93374162022|59112.48550266332|56720.935995333915|52927.97498113113|49923.0883766908|47829.323059842805|46973.232338070025|42018.309731126756|74568.6550324758|76964.18293139095|65596.62331557943|57457.81304891278|58731.10388930869|55366.071405134266|53268.30667312095|40270.05810751866|38508.196786126755|248354.29251993832|260512.8931556724|242827.23902796351|199655.16008999318|200053.66542171576|193112.26663428766|183044.1241683403|157684.9423130275|146505.8247201408|1963
34|113|YARA BRUNSBÜTTEL GMBH|98316.69119994002|100178.57788724|101531.90562263998|94783.71824385|83822.88804027|77385.13334672|64219.41469327|48740.25887250001|46186.790630999996|279954.8|283619.0|288648.1|294705.0|291461.0|285978.0|286911.89999999997|286675.2|305797.8|20715.93336183514|19838.06758917481|18189.48655126504|20182.590027497776|20334.192298314774|17911.522211642703|17698.72888924533|18882.40944398241|18065.725352112673|191393.93564416736|155247.2796557141|116896.0370572574|145822.29600200034|210758.38756819195|251184.27344388838|286038.97379679023|273339.2885430112|171478.014084507|241269.50266217295|232013.70877431022|203232.60655126566|238727.10607449457|316527.3166678805|325225.92955123057|377854.6555435531|357216.05993258406|206602.90291711263|1990
35|115|ALLNEX GERMANY GMBH|53710.07008795|24819.1613369|22600.303442819997|18054.6741414|18387.24482376|17974.823863120004|16856.57005241|15335.333816519998|14899.452121700002|338823.8|338513.0|327831.1|315661.8|312373.0|306776.4|324904.8|350380.8|352130.8|26104.032455808694|26649.514471571536|23355.328432090624|24435.411585701273|21317.11365462003|20767.06917594884|20064.90907971214|20800.194095743|22490.784265915492|166751.2750176771|170166.43216088662|164312.7556757662|168982.71187734412|175444.84183603883|173081.91660624673|171523.10344639045|170916.93929601883|163478.45531739434|238584.68180876508|246222.30169328727|239445.9291111859|243699.69169235977|237487.5836552118|234062.93238496577|230127.29259482372|227482.99365623746|226201.5552007042|1998
36|117|ARKEMA GMBH|308551.93166415003|308649.48271956|298741.85248968|249155.28446901002|28351.12484994|28066.42526504|29529.82381807|38041.205382500004|21187.447345000004|524588.2000000001|522800.0|522439.99999999994|516061.19999999995|517572.0|516060.30000000005|674701.5|757831.2000000001|653957.2|34138.896647208865|31692.656171480492|28052.627087217137|32659.339918340247|28543.128614765516|26875.561397220605|33659.985802638155|32003.85211463012|29082.056868028165|156478.05991285096|157193.27681204944|136861.35957623218|139835.29263894726|158984.07685759352|156301.03693153066|174872.06567479708|165367.6382028964|116142.35212316901|240483.8312094064|244817.43771910868|226339.72163448812|216913.7024381309|231815.6520876617|226733.8553702043|257388.1022397035|239974.0416540135|176709.19586225352|1966
37|120|ALMATIS GMBH|22808.41629863|21312.0475702|22310.4946203|23471.478899460002|23630.235525660002|23755.61328248|25318.68963135|25965.587000639996|21693.627156640003|321817.2|294075.0|282117.6|273748.2|269242.0|274278.9|277741.19999999995|269421.60000000003|267407.6|23715.753120118472|21503.824791856252|17195.91581225039|18367.458008499358|18577.617563867367|17568.099288089692|16839.94805593014|17242.861522508567|20827.440866267603|152259.64642933538|140155.7560241657|118253.73162782995|130553.31234730483|123492.79311518431|128759.61803935334|119922.92523421661|132898.82580141176|119330.48178683096|226936.1438329367|214910.9451096575|190180.26916777695|181370.66634780497|188284.35905767177|184277.6979687021|182784.9886498327|197831.46675707388|183655.3820153521|1981
38|123|HEXION GMBH|101778.481|97257.862|87853.716|80342.958|66529.56|179635.296|192749.63099999996|197476.44199999998|179809.24|801926.6|886146.0|846352.7999999999|881495.4|840401.0|850134.6000000001|843704.3999999999|840117.6|857822.4|54157.362492806235|56028.4697508895|51449.40079893493|56052.328972585805|55290.49409579649|49785.48916101349|48659.73650411373|43712.194049589445|46938.14788732394|113450.95782290591|117093.10601671733|95313.91478029326|110949.75418715144|142099.54068301208|147806.54959310914|140581.2216502463|149768.6228029669|130041.32394366195|226827.9207432384|222401.72142679724|204778.96138482093|219763.6863594708|247741.98812786216|244340.05690525088|232463.783923749|251899.6160462651|231825.11267605633|1910
39|129|SCHILL + SEILACHER GMBH|35735.13805721001|31162.90078008|26473.3058079|24512.16615081|23028.76719858|20489.825654480002|4558.78595095|3955.23636612|3164.0339833|443479.8|410398.0|461053.3|857919.0|862620.0|378270.9|375998.69999999995|368961.60000000003|366692.6|29628.321759434453|27337.791498799874|26165.28520306267|24647.17021914849|24491.035797386125|22835.27408745751|21221.17408936494|19105.17359379997|19283.499120281685|136919.99359697488|135041.55101547582|117630.83875166482|112321.4386401137|110966.40573816198|116884.53594458596|107752.39210417467|101018.2646491551|88272.3742852817|216405.12443969492|219444.15781842187|201262.74359520708|185414.29714857158|186906.07909814085|200309.57141920048|177225.4382735393|162456.1905597861|150706.23847450703|1959
40|131|ALBERDINGK BOLEY GMBH|67976.15252585|66438.58172364|55097.42277888|54195.8302473|50851.80755427|45899.77045408001|46864.41815273999|45591.111548580004|39072.91494996|410774.8|407784.0|372238.5|364124.39999999997|348969.0|328874.7|330145.19999999995|330472.8|317712.0|23932.67396201603|23193.74988330705|21459.063884820313|18899.0408599284|18954.642846900406|17001.31407821727|16312.330459267434|17170.941668808784|16398.75207112676|158556.47006495163|155341.11318050104|115071.79295273009|127173.87586701149|123950.33156841499|123884.63956449639|122830.48237973513|140678.47717197888|117742.21094591549|218784.57716024082|210628.93005048344|172165.55811251723|174057.60717940232|170976.94568084975|165912.8297429886|163820.44817987553|178511.75731900023|151964.0412290845|1828
41|134|MEDICE ARZNEIMITTEL PÜTTER GMBH & CO. KG|43785.1443591|41195.078620099994|40382.94304458|43492.31694222|46430.75073759001|48905.56996464|52234.49413033|56002.0126702|51970.06111912001|715585.4|657421.0|586438.8999999999|614296.2|639123.0|605753.4|567273.2999999999|500354.4|485834.6|42726.78100139782|39806.63831167744|35875.234913448854|36332.64385967849|36961.33799646293|35154.57622659634|31917.071302962966|28821.058871866917|26819.109725|61016.10466167907|56945.89876024147|52925.05161451415|45268.91143071426|49361.1112815126|45230.637536149006|36920.189838485865|37251.24167157706|33878.30229436619|205813.64083203225|196494.73140114147|175983.57147802986|163399.31814015555|159203.8382581234|156312.07592521346|132953.20684067302|133957.08703853143|118640.55586985915|1948
42|135|HONEYWELL SPECIALTY CHEMICALS SEELZE GMBH|111565.62501241|116941.1663874|119253.11064174|125291.6593272|67105.27924614|62742.350048800006|66346.61917759999|69411.43861478|69243.25088476001|1007314.0|1240343.0|903821.2|762303.6|759367.0|763041.3|814882.2|846753.6|839289.2|62945.59356079935|62116.815661673216|57964.79522636505|44847.77118573468|46593.52691977657|43624.22578322484|42382.81843110069|47617.21574563906|42889.82655450704|84290.4838312919|93632.81930977375|90560.9510952067|75153.44400300001|71702.54659636552|72832.06180614704|84186.34597683552|82419.71617467623|84846.31023612675|198393.89797254035|210586.29815112072|227904.89887150543|167887.1610932428|167610.66065087356|170674.286414283|182654.01350096174|192305.59968206624|176796.61085697182|1996
43|137|URSAPHARM ARZNEIMITTEL GMBH|46341.02030231|37874.5314335|34148.500541099995|32343.678654870004|28778.53891644|24064.904681840002|23541.57422176|24795.481021780004|22639.591229519996|958910.6|871769.0|812394.2|834342.6|764595.0|730543.8|700903.5|650328.0|628805.0|45452.95813861727|40553.623941074104|37999.903352197194|36979.77830180831|33660.74448116299|31202.687491983404|29464.213163107815|25987.130094900887|23531.22979732394|57523.4384806382|45779.93437391361|39849.02359853542|39811.287602699915|39916.24359965221|32601.43818911847|26822.85932543769|28076.25764621588|21386.582914647886|194725.3859639898|167582.36182404976|150311.74316245058|140920.658081827|126196.87257390494|115134.91870009925|101848.9695485006|92818.63918977731|81473.83846499998|1974
44|141|KELHEIM FIBRES GMBH|57071.58616361001|68188.40577894|67453.78667255999|61184.13607304999|61813.96147860001|59518.332900720015|54740.53450751|50303.132539499995|35457.96927976|652791.8|631281.0|612560.8999999999|599888.4|654807.0|657749.4|648499.5|659618.4|657928.6|38460.93782126134|35854.58446081259|33952.067566578015|33119.102634780545|36126.03219714213|35006.39801364536|32438.33911437058|31585.990440447615|32983.728854225345|81655.93233248404|92946.22993958424|86273.83599866873|82529.64599950031|81954.51765240764|94159.48843915391|88444.85455368503|96565.22955994781|82559.81958211267|166703.16903724466|194121.14561284386|182322.0226298275|179354.7582001506|166078.88255298758|184263.0355205412|185438.05178843328|190338.66348245216|176575.27025521128|1993
45|143|EMS-CHEMIE (DEUTSCHLAND) GMBH|14488.35672855|15012.226095959999|13547.17233522|26554.314523139998|11265.1394964|7772.054660080001|7905.88051376|8100.257936140001|5887.9897348|173990.6|165989.0|161956.4|162415.19999999998|189515.0|183285.90000000002|192584.69999999998|215006.4|210484.19999999998|7928.664724163474|7541.5229893238175|7142.42877163784|7008.115070410822|10220.899241057203|9864.437995004777|9295.385780204693|9859.945308983304|9452.154730492955|151201.32094713527|136807.7112041707|101933.70898801631|107517.66057495245|179372.47597910993|169852.04056843495|179242.05189908826|179686.4525261503|167563.86575119718|188540.57125380315|170765.5254125625|136426.8287516649|138773.598053496|230828.05019731505|221335.10658939017|224600.28379886402|222340.018157022|208777.05385640843|1980
46|150|FOLLMANN CHEMIE GMBH|64316.70640396001|56442.643636759996|41558.91425352|37750.63461864|35652.43715736|32539.136215519997|34243.96848115|33206.9377583|22607.47859824|985074.6|848243.0|843740.6|817315.2|751525.0|692846.7000000001|641949.0|597240.0|516282.0|45659.69805146772|42440.92320119162|40149.998199068046|37265.19599700037|34782.534296662314|31017.984625610105|29476.96314898091|26803.000982112|24314.630476056333|77431.74588506151|72928.15788132063|65105.93214047958|66346.33554870449|73669.77895777377|63100.101591014085|62598.61804936506|68523.78815584727|57080.63469619718|182084.3444446278|170240.0035024409|164660.79358522026|162770.1041046585|167924.17821264686|143795.03804253254|139090.0575456546|141691.37520286965|118338.0913157042|1998
47|153|NABALTEC AG|130641.42800000001|114499.92199999999|106500.40199999999|98722.04400000001|94738.026|92325.08|97737.656|100535.922|86743.70600000002|545519.4|545019.0|525052.2|508202.39999999997|487511.0|478363.2|467705.69999999995|459211.2|420968.39999999997|32546.90454657579|31082.016055615226|31636.81757656469|26788.767602699863|25793.54862204903|23021.801481183295|22298.70887244887|22008.435118099787|19954.45774647887|82514.18235632684|81671.10816850093|80189.08122503356|79394.38380135015|75373.28268252045|70165.47809102094|67813.88698251492|71755.92127378189|63277.781690140844|174374.41420702188|167442.8535959607|159002.99600532677|151333.38888426014|145831.42520280048|135908.16938003467|132351.08266126487|134163.5868560109|118256.68309859154|1994
48|154|GIVAUDAN DEUTSCHLAND GMBH|14436.415430080002|14784.696278300002|14445.413037413999|11944.78256019|14047.807140629999|15875.05073448|18188.43968457|21361.414803540003|22279.6770798|363679.60000000003|345048.0|326525.0|331379.39999999997|333285.0|339273.9|339315.89999999997|331800.0|326978.6|23898.800772835733|22825.541329140033|19348.07829227703|21405.37721856519|19978.266752574265|19732.502051539504|20002.498476150962|20049.53922946382|19979.925581971827|133538.3807317278|130708.80371430892|128584.40556591256|123663.84562953131|126725.02054091515|135405.98913379593|128252.62074733926|134773.39464214136|133827.4923365493|175977.88907342002|172850.7237407923|166935.4862716384|155758.51095408772|159254.25534649068|166181.40746902|160312.90263491296|192627.84206260266|192997.3668383803|1988
49|155|LEUNA-HARZE GMBH|88122.86238840001|87102.35870207999|71606.41630938|59574.82414554|55120.831108110004|58473.03922176002|66385.33977634|66695.67685|57277.36977614|260331.80000000002|243102.0|241628.49999999997|235764.0|220883.0|200184.6|195204.9|196425.6|190627.19999999998|9587.69511140347|9202.977730695988|8932.043938082586|8294.275930339165|7755.772592318617|6918.980559720778|6196.340136708967|5980.58095612738|5450.535695352112|124655.5292641622|100142.11175370321|72935.7615778964|76672.8120689945|86930.65347298722|91754.95725484767|90754.484061008|92375.42041882475|79633.31412873238|168182.03373509884|140756.9265182483|108429.99316577933|116542.3497275231|124789.05561320408|118496.05613895126|121721.68955949962|120234.70874190885|105857.24266119716|1994
50|157|ASHLAND INDUSTRIES DEUTSCHLAND GMBH|16328.228657130003|14433.98838728|43412.71688874|43256.727188519995|43244.938389899995|47263.099746240005|2240.81401375|1642.42698326|2020.5144290000003|49711.6|52280.0|53550.1|56321.4|186901.0|220983.00000000003|166382.69999999998|167227.2|165475.0|7634.455802022552|6008.233183811947|4595.413621837565|6824.530639113429|20396.01367171354|19465.50232799198|12386.192404150757|15043.977109774005|14747.71566225352|155287.96449560195|143679.5578813204|162630.92178095927|170508.18325472932|235030.11271117654|148943.74500089197|130826.17987266308|150836.59779281844|196575.861161338|171621.9085686103|158114.701514524|173565.07334221096|183071.5465777858|262596.9054333467|177555.22138697395|154157.0429617679|178117.4436409421|228201.51190838023|1964
51|167|A. NATTERMANN & CIE GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG|102805.81755903|106855.76779859999|100964.62846961999|111817.51418394002|109854.63667593|100382.83456864001|98288.65898236001|94177.61014529999|90549.82226414002|561217.8|534563.0|515909.49999999994|534398.4|543712.0|538158.6000000001|541071.2999999999|537516.0|541434.2|30172.846735180567|28589.766058098052|26984.060452729784|35814.28888592629|28799.948259375247|28988.42292943108|28940.924179110276|26816.477631327638|28377.822554507038|65710.40121680529|58918.11600099293|60448.10120173123|54135.474120490144|67475.0965441973|64231.19458560717|54279.83832271426|49339.45684997422|48006.224618802815|122976.02023513977|112935.41982620172|109851.77191078602|97193.30869760885|110070.59171467717|110762.99326132498|138726.38112187968|133534.4836254258|140798.9136228169|1906
52|172|CHEMISCHE WERKE KLUTHE GMBH|21814.875276630002|16162.99634862|13171.096469700002|11778.744673229998|10762.272681180002|9802.6689908|9384.78760878|9052.916519080001|7728.8115544600005|439555.2|423468.0|417952.0|423065.39999999997|420854.0|415968.0|403510.8|445939.2|431558.8|19071.07214009708|18873.69366216993|18791.691611185146|18528.703631364115|17954.146705436233|17683.265517727996|16857.097914053906|17201.844745649545|17145.525517394362|102330.65450957857|97966.04136720981|89963.2712816248|91488.55949337587|97556.38156434079|96878.48849615066|102093.00977320192|108247.15368827047|95692.81354570422|151167.99879306142|146513.1762376888|141764.02799600578|141507.62636780314|143918.54078029262|140861.38762818545|143386.41544084973|151505.0880426268|139542.6090422535|1950
53|173|MANN & SCHRÖDER GMBH|23202.964207060002|21795.887208679993|14600.1864033|11231.886526830001|8645.2012086|6672.469903599999|3479.00053501|3976.5724090999997|4949.46170218|905274.4|916207.0|831985.7|834342.6|746297.0|679847.7000000001|601335.8999999999|570696.0|529520.0|29292.764959302905|27323.982808904988|25321.85701398144|25604.715043746437|23344.005592559883|21689.255526716643|19150.968277492164|19345.016528434786|18374.621428309856|76230.36011839211|72210.12673342689|62676.85745672459|66254.6735572038|68281.99597719802|66966.30470998448|65793.91328877189|65020.593390226546|60894.66555394365|151445.41668338454|142357.24206902212|129949.54825565955|134654.73399216778|130839.0734361144|123777.60800120304|116125.58664181948|114043.17673240363|109718.08244605633|1986
54|174|RADICI CHIMICA DEUTSCHLAND GMBH|78405.52362072|84994.68303516001|91679.14063638|99177.92873921999|106379.94542544|110465.09682872001|113751.97461076999|120224.64558644002|116201.70095214002|230243.2|226111.0|228567.49999999997|234454.19999999998|241795.0|243081.30000000002|247608.9|246859.2|243579.19999999998|11810.395126202458|11643.26845319867|11287.575848868215|10522.599156736973|9774.620782819085|9900.770626277963|10490.41362802373|10680.127915355702|10031.027316901409|87039.38076790294|94665.08096995746|73130.79650133182|72520.51248395992|103203.34752647101|98668.27678037042|93174.66030357362|104157.38300770345|103217.6739997887|148268.14362246203|161071.2156716042|114453.23118175805|108000.44440296681|136554.55138537104|133987.23019287857|123650.19158334694|173228.62848627305|181381.81507570422|1993
55|175|GFE METALLE UND MATERIALIEN GMBH|19296.94956148|20751.06994298|16737.431905619997|14739.577374810002|13001.29788681|9873.550830400001|8754.78708275|8729.4626216|5755.559800780001|443479.8|423468.0|387911.69999999995|348406.8|372495.0|357472.5|330145.19999999995|276057.60000000003|235636.4|24279.72323604382|21778.06152776621|19215.922030625898|18775.559620031727|18495.2268630334|18814.653671486532|16296.679182954222|14066.165276578118|11708.582063732394|64687.344951081366|39395.17722088873|28895.984360852293|27278.648109324313|29269.559216589125|42076.68467601973|44343.07781109825|46060.10098201894|34522.92807711267|132331.90478664846|94687.99959943692|73401.5094507326|70225.83652695631|70994.66314520607|84985.0327995645|96371.57675232552|87180.61941707887|67978.02651091549|1992
56|178|SHELL CATALYSTS & TECHNOLOGIES LEUNA GMBH|53585.4088791|54052.811764160004|50272.196053140004|39925.51617345|37543.50980526|40037.28432696001|42559.06954496|45738.20283206001|44924.754150600005|146518.4|151612.0|150201.5|146697.6|142463.0|140389.2|133630.19999999998|134047.2|133703.8|9307.57214503004|9321.5261110651|8970.039946737712|8458.295142071522|8076.253903511565|7734.253850481909|6909.834177930182|6657.1226849078585|6730.1830985915485|59789.8544766918|37147.066125961974|39834.8868175767|44928.255978668596|42008.11884883964|44521.28915094986|28363.50699986135|26264.543076445283|26553.478873239437|133012.1116402208|124363.64213192048|132768.67660785664|109050.10320140024|113069.05102497335|127102.31590824256|71861.88072133111|75871.01284352572|56343.12805309859|1994
57|179|HEUBACH GMBH|28553.367973250002|26082.440534260004|20599.06702554|16588.54744989|16437.34130493|16516.406792|17506.30953806|16584.221052719997|14045.750705900004|485342.2|491432.0|474114.3|479386.8|475748.0|491362.2|493907.69999999995|485755.2|460682.39999999997|24185.858206034773|23497.887762972696|22488.145715712457|21897.002259811758|20895.094348329792|20048.98934467473|20501.444399091197|19874.885789175543|19451.102001126757|89241.02473402972|87733.01196060552|79658.70975699094|79842.94029164263|76373.45048326156|75913.40220930976|78771.97004893426|83596.11593590611|76656.7899734507|138627.90649675293|144121.075282628|134629.11546171815|132121.28473293938|126150.61279268368|124949.80697544472|128240.19118889366|131461.1666469009|126300.9254022535|1980
58|182|WALA-HEILMITTEL GMBH|53115.2146253|47839.82540026|38412.40041252001|27764.401739339995|24062.75694981|23014.12132536|25188.26580391|25692.504538639998|21774.955369760002|1339596.8|1283474.0|1266917.0|1240380.5999999999|1193291.0|1179009.3|1148957.7|1130774.4000000001|1070954.2|52173.09721943618|50312.38090209368|49839.424763648625|45915.31122406482|46714.63789629177|44893.13430723346|43352.609151114266|39689.6101041595|39006.67839521126|27480.268591630444|31243.459008524267|26323.756907456813|25543.55787017757|23515.36751329242|25059.912375176682|18997.907153733424|22265.902967016722|20706.893245211264|136746.29538765154|140050.33741951457|130302.0730226369|126911.50312140696|128250.48171205967|117921.00120722385|112034.48675366603|108714.22254230641|105367.50863225352|1979
59|184|INFECTOPHARM ARZNEIMITTEL UND CONSILIUM GMBH|61151.421367270006|37459.54372256|29465.3054898|30958.628727569998|32034.379088670004|36385.91226024|43194.61448123|43712.53201076|39917.70274708|248558.0|233953.0|232485.8|226595.4|216962.0|192385.2|192584.69999999998|184480.80000000002|166798.8|14623.094108361474|13398.298227261395|12761.130848868219|12637.785831180778|12412.24990695303|10622.113310751156|9375.011570858484|9271.620157582704|7804.82161169014|41468.516241059086|36468.10076305541|30629.400768974803|25312.368475960422|21772.132292214825|21392.7714575109|22705.571524250023|19531.82637179422|18035.80942591549|136177.76301241518|120529.00385665771|105720.1152163785|93353.32760603314|80761.17593072006|76201.5035026234|70050.3564530896|62650.0128303357|61129.77202436618|1987
60|187|KOMMANDITGESELLSCHAFT DEUTSCHE GASRUßWERKE G.M.B.H. & CO.|24528.024147270004|22655.07207446|22196.48991066|23741.44195287|25516.11573192|25743.386683120007|27137.931302819998|24096.575533519997|20873.567727280002|185764.4|182980.0|184160.09999999998|183372.0|190822.0|210583.80000000002|195204.9|228278.4|227693.6|13676.551156787022|13270.915650086854|13433.93315912122|13124.04914923761|12776.95923853073|13905.775210558577|14631.67246954925|14712.142503829646|14813.216324577463|104691.19459672814|82155.47240254877|54638.1990978697|65102.574785434765|97977.53074533171|100346.63204120139|110764.3835165323|113517.50895627622|95864.90465281688|135484.26190906897|114015.55891417657|84092.80483022664|94531.4900858265|128342.17178482658|127793.79213504474|141715.59366051666|142528.0181429945|126599.73082070424|1954
61|193|SYNTHOPOL CHEMIE DR. RER. POL. KOCH. GMBH & CO. KG|30932.44119004001|31423.811918699997|27679.813716779998|24081.17019417|20720.295964859997|16333.813228880004|16183.5518886|16866.447257300002|13408.278|223702.2|224804.0|232485.8|226595.4|240488.0|239181.6|254159.4|250840.80000000002|243579.19999999998|14432.738511880341|14529.771325002022|13831.660555925479|13258.32948920928|13207.291256543785|12244.404974383488|11992.648278477498|11824.694463901249|11439.422535211266|87801.92996793584|90178.27375982756|73762.65922769665|75568.43927006108|84735.87302411754|87088.94564160211|88037.91663733966|96479.72792815024|80149.40845070421|129684.53202334995|135200.83935115405|123723.64617842918|121207.78836097033|127146.28785416117|125931.6871868953|125184.85256145998|132017.15731530145|114782.46478873238|1957
62|197|DR. PAUL LOHMANN GMBH & CO. KGAA|36576.63981591|36596.623114639995|35327.99718432|32515.028133090003|31288.561747230004|29279.225166000004|30824.283230409994|33319.45493724|30895.14446426001|641018.0|680947.0|596887.7|564523.7999999999|548940.0|527759.4|576444.0|540170.4|483187.0|33557.99721779177|32196.50967474954|30276.25824567254|27879.48921923183|27523.713426304425|25689.16759813182|25223.044121686096|24577.25624397636|22718.730100633802|37753.07014387911|35967.12020855736|34502.08569906802|33687.082823098186|36152.828572725935|39866.04346570818|35115.952844639614|39314.69736338585|37813.88416225352|122613.85040861671|116733.62032938798|113825.12925099906|106862.68582618152|104521.92755872336|108357.19919042672|100958.39103289053|100148.15837476254|92662.91612140845|1886
63|199|GALATA CHEMICALS GMBH|13103.93179888|10946.38454406|14655.7026999|11242.34234856|7568.6113037999985|7724.64038168|8646.571332059999|9243.45036136|9077.29103718|155675.80000000002|173831.0|169793.0|174203.4|169910.0|181986.0|187344.3|211024.80000000002|197246.19999999998|11929.181905779864|11740.210626500002|11666.57198069245|12729.870387467752|11745.773016834033|11610.789186264057|11342.276607000658|12558.222161120988|11586.005314507041|88550.76354188964|86643.28403542138|83412.36796937446|88369.80626947785|86319.44697280969|98464.71115768334|103647.52702944417|102770.11792876672|101408.38642225352|121968.82858505344|121482.67093933585|120652.87258322278|123021.61777851886|114083.63843884574|131251.7287858002|141123.87531649173|133323.1474218338|127638.33960183099|1997
64|205|CIECH SODA DEUTSCHLAND GMBH & CO. KG|90439.53981774|59992.91902531999|53920.011280319995|56525.92916868001|59996.18704845|60474.289908720006|65095.40890511|73534.55527354|70413.40416862002|416007.60000000003|392100.0|383993.39999999997|375912.6|388179.0|413368.2|416611.8|423376.8|420968.39999999997|16695.19091671468|15915.916192998375|15590.160319573952|15195.601279893393|15629.804698189133|16455.4692814111|15216.669693871347|16203.209667701472|14659.011502746478|16910.683647126592|23409.869009351904|27597.12283621847|21467.506121156643|22824.804157365004|21575.57216772868|20149.34551208004|19999.151569767095|14650.544965985913|115937.8160585386|130138.90960191961|144394.61167110573|142303.52737271943|132310.0306882016|124056.7842722852|123624.94011365675|115299.70295119795|98950.42358823943|1996
65|206|INTERVET INTERNATIONAL GMBH|42551.448253020004|40248.84752184|38400.215043059994|37048.94806587|34985.359430070006|34736.73742576|34795.46643406001|35410.708132219996|33001.4431773|406850.2|384258.0|382687.3|389010.6|384258.0|384770.4|440193.6|411432.0|395816.2|24683.838582586617|22325.744576677906|20444.70416444747|22020.078783434787|21841.241869224392|21470.78532720519|20919.165917784416|21178.809889606022|19831.049451338025|45339.88124969184|43956.113256641416|48200.12320905476|39118.14636446976|47235.2379437257|26912.132711759346|34639.29044040866|42389.39921083024|29944.181119647885|118897.065112226|99359.34793014948|96897.30790945438|95985.94650112523|93428.72656051694|79361.29339851055|95527.86611780661|103878.397564284|76086.60596528169|1999
66|207|HUNTSMAN PRODUCTS GMBH & CO. KG|30444.931413160004|28378.632866059997|35079.521823719995|42286.525704600004|49510.36181039999|54928.20418328|62271.621521069996|72252.84262048002|44702.226614880004|10465.6|10456.0|10448.8|10478.4|10456.0|10399.2|10480.8|9290.4|7942.799999999999|1024.2080407794165|996.0763121741257|991.2504327563281|804.4577418548481|852.5320276864808|811.2424103079013|797.312501286086|496.7332921968176|500.04693802816894|69877.46889747618|59414.711952329526|57604.12310253015|77275.47768685968|97714.37941126394|100315.9132104808|82123.15686291175|77862.8822344688|51511.74939211267|117024.8011970735|105182.13499296499|95251.60374167809|132454.80572952298|152299.44354614106|143079.91601894243|115385.25719533497|108927.78849725319|77627.03897112675|1997
