DATE,PITGVG01DEA661N
2010-01-01,95.3020134228188
2011-01-01,96.1676733780761
2012-01-01,97.628970917226
2013-01-01,97.8116331096197
2014-01-01,98.2881431767338
2015-01-01,100.008333333333
2016-01-01,100.133333333333
2017-01-01,100.691666666667
2018-01-01,101.358333333333
